title,Контент,post_url,publishing_date,category
Подведены итоги всероссийских конкурсов в рамках информационно-коммуникационной кампании по продвижению федерального проекта «Спорт – норма жизни»,"Завершила работу образовательная программа для специалистов пресс-служб регионов России, посвящённая вопросам продвижения и реализации мероприятий федерального проекта «Спорт – норма жизни» национального проекта «Демография». Мероприятие было организовано Министерством спорта Российской Федерации.


  


В рамках образовательной программы были подведены итоги всероссийских конкурсов среди субъектов Российской Федерации, региональных СМИ и молодёжи страны в рамках информационно-коммуникационной кампании, направленной на продвижение федерального проекта «Спорт – норма жизни» национального проекта «Демография». Конкурсы организованы с целью определения государственной поддержки и распространения лучшего регионального и муниципального опыта и инициатив по популяризации спортивного образа жизни, мотивации населения и вовлечению россиян в регулярные занятия физической культурой и спортом.


  


Дипломы и памятные призы победителям вручили Министр спорта Российской Федерации Олег Матыцин и посол федерального проекта «Спорт – норма жизни» Алексей Смертин.


  


В состав конкурсных комиссий вошли представители Минспорта России, известные общественные деятели, журналисты, спортсмены, лидеры общественных мнений.


  


Всероссийский конкурс среди субъектов Российской Федерации на лучшую реализацию информационно-коммуникационной кампании, направленной на продвижение федерального проекта «Спорт – норма жизни»


  


В конкурсе приняли участие органы исполнительной власти субъектов Российской Федерации в сфере физической культуры и спорта. Призёрами по показателям эффективности деятельности, направленной на повышение уровня качества жизни россиян через физическую активность и формирование культуры спортивной жизни посредством информационно-коммуникационных кампаний по вовлечению всех категорий и групп населения в систематические занятия спортом, стали:


  


Победитель: Калужская область

Финалисты: Амурская область, Тюменская область


  


Всероссийский конкурс «Спорт – норма жизни» среди региональных средств массовой информации и социальных медиа


  


Лучший материал в печатных региональных СМИ «Спортивный регион»


  


1 место: МБУ «Редакция районной газеты «Лебедянские вести», Липецкая область (проект: «Лебедянское скаковое общество: закалка советская, поддержка – президентская»)

2 место: КГАУ «Редакция газеты «Советское Причулымье», Красноярский край (проект: «Победа над собой»)

3 место: МБУ «Редакция газеты «Калужская неделя», Калужская область (проект: «Матч Легенд» – фоторепортаж с элементами аналитики)


  


Лучшее региональное ТВ и телевизионный сюжет о федеральном проекте «Спорт – норма жизни» в регионе


  


1 место: ООО «Телерадиокомпания «Губерния-33», Владимирская область (проект: «Спортивная смена» – цикл программ, популяризирующих занятия спортом в регионе в рамках проекта «Спорт – норма жизни»)

2 место: Информационное агентство «Спорт Твери» («Sport Tveri»), Тверская область (проект: Семейные ценности тверского спорта)


  


Лучшая программа/сюжет о федеральном проекте «Спорт – норма жизни» в региональных электронных СМИ (радио)


  


1 место: АО «Радио «Зенит» (проект: «Спортивная столица»)

2 место: Радиоканал Липецк «FM», ОБУ «ТРК «Липецкое время» (проект: «Ночной партизанский забег»)

3 место: Филиал ФГУП «ВГТРК «ГТРК «Чувашия» (ГТРК «Чувашия») (проект: «Спортпощадка»)


  


Лучшее региональное информационное агентство


  


1 место: Региональное информационное агентство Московской области (РИАМО), Московская область

2 место: ООО «Объединенные медиасистемы» (ООО «ОМС»), Тверская область


  


Лучшие региональные информационные ресурсы по развитию видов спорта


  


1 место: Sport-rb.ru, Республика Бурятия

2 место: TG канал «Тульский спорт», Тульская область


  


Лучшие региональные социальные медиа/блогеры


  


1 место: АРФСОО КЛБ «Бег к мечте»


  


Всероссийский конкурс среди муниципальных образований на лучшую муниципальную практику в сфере физической культуры и массового спорта


  


Конкурс проводился среди муниципальных образований численностью «до 50 тыс. человек», «от 50 до 100 тыс. человек» и «свыше 100 тыс. человек».


  


Муниципальные образования до 50 тыс. человек


  


1 место: Отдел по спорту и молодежной политике администрации городского округа Семеновский Нижегородской области (проект: «СпортФин:2.2» или «Факультет спортивного волонтерства»)

2 место: Администрация Усманского муниципального района (проект: «Развитие физической культуры и спорта на территории Усманского района»)

3 место: Администрация муниципального района: Бакалинский район Республики Башкортостан (проект: «От корпоративного спорта к районной спартакиаде»)


  


Муниципальные образования от 50 до 100 тыс. человек


  


1 место: г. Мичуринск, Тамбовская область (проекты: «Туризм – норма жизни», «Осень в парке – открытые тренировки на свежем воздухе», «Закалённый Мичуринск – Наукоград РФ»)


  


Муниципальные образования свыше 100 тыс. человек


  


1 место: Муниципальное образование «город Екатеринбург», Свердловская область (проект: «Реализация мероприятий проекта «Спорт в каждый двор»)

1 место: Департамент физической культуры, спорта и молодежной политики Администрации города Тобольска, Тюменская область (проект: «Спорт-ВСЕМ!»)

2 место: Департамент по физической культуре и спорту Администрации города Липецка (проект: «Спортивные беговые клубы Lipetsk Run Club»)

3 место: Комитет по физической культуре и спорту Администрации городского округа Подольск (проект: «Спартакиада по месту жительства городского округа Подольск»)


  


Всероссийский конкурс «Займись спортом!» среди детей и молодежи на лучший спортивный проект


  


Лучшее мероприятие по продвижению федерального проекта «Спорт – норма жизни», основанное на национальных и региональных традициях


  


1 место: ГБУ Липецкой области «Центр развития и мониторинга Липецкой области» (проект: Фестиваль единоборств «Кубок губернатора Липецкой области»)

2 место: ГАУ КО «Стадион Калининград» (проект: «Открытие летнего сезона в спортпарке стадиона «Калиниград» «Май! Спорт! Стадион!»)

3 место: МБУ СШ «Зубренок» (проект: «Костюмированная лыжная гонка «СнегоСход»)


  


Лучший сценарий спортивного праздника «Дети в спорте» в рамках реализации федерального проекта «Спорт — норма жизни»


  


1 место: МБОУ ДО «Городской детско-юношеский центр «СПОРТИВНЫЙ» (проект: «Туристский слет»)

2 место: МБОУ «Средняя общеобразовательная школа № 4» (проект: «Одна семья – Одна команда»)

3 место: МАОУ «Радость» детский сад 168 (проект: «Спортивная семья»)


  


«Спортивная гордость моего края»: лучший проект-презентация об известном спортсмене-земляке


  


1 место: Алексей Красильников, г. Дегтярск (проект: «Спортивная гордость Дегтярска – Анастасия Соловьёва»)

2 место: Дмитрий Тарасов, г.о. Чехов (проект: «Подольский самбист Евгений Максимов»)

3 место: Дарья Разноглядова, г. Шадринск (проект: «Лица Зауралья: Ремизова Елена»)


  


«Мой любимый тренер»: лучший проект-презентация о тренере или учителе физической культуры


  


1 место: Анастасия Краснокутская, г. Клин (проект-презентация: «Григорьев Виктор Владимирович – тренер-легенда»)

2 место: Мария Корчагина, г. Санкт-Петербург (проект-презентация: «Мой любимый тренер - Кулемин Никита Сергеевич»

3 место: Юлия Аббазова, с. Конь-Колодезь (проект-презентация: «Он зажигает наши сердца!»)


  


«Делай как я»: лучший проект по вовлечению в спорт своих сверстников


  


1 место: Алексей Буторин, г. Нижний Новгород (проект: «Серия открытых областных тренировок «Улицы Спорта»)

2 место: Виктория Чусовитина, г. Новая Ляля (проект: «Мультиспортивная экстремальная гонка «Напролом» Северного управленческого округа Свердловской области»)

3 место: Руслан Алисолтанов, г. Губкинский (проект: «Кроссфит по-убкински»)


  


Всего на конкурсы было прислано более 200 заявок со всей страны.


  



  


Пресс-служба Минспорта России",https://www.minsport.gov.ru/press-centre/news/38242/,"Mon, 12 Dec 2022 18:00:00 +0300",Новости
Более 250 студентов приняли участие во Всероссийских студенческих играх боевых искусств в Ульяновске,"Состязания по айкидо, кикбоксингу, киокусинкай, всестилевому каратэ и самбо вошли в программу Всероссийских студенческих игр боевых искусств Ульяновске, которые состоялись на базе спортивного комплекса Ульяновского государственного университета. В Играх приняли участие более 250 студентов из девяти регионов страны.


  


Это уже третье масштабное спортивное мероприятие в Ульяновской области в рамках года студенческого спорта в регионе. Другими крупными событиями этого года стали VIII Всероссийская летняя Универсиада и XII Всероссийский фестиваль студенческого спорта.


  


Мероприятие проводилось при поддержке Министерства спорта Российской Федерации, Российского студенческого спортивного союза, Правительства Ульяновской области, Министерства физической культуры и спорта Ульяновской области, Российского союза боевых искусств в рамках федерального проекта «Спорт – норма жизни» национального проекта «Демография».


  



  


Пресс-служба Минспорта России",https://www.minsport.gov.ru/press-centre/news/38241/,"Mon, 12 Dec 2022 17:30:00 +0300",Новости
В Иркутске прошли мероприятия студенческого спорта,"В Иркутском национальном исследовательском техническом университете прошли три события в сфере студенческого спорта: Всероссийское соревнования по боксу «Финал суперсерии Национальной студенческой лиги бокса», круглый стол по вопросам развития студенческого спорта в России и торжественная церемония открытия Всероссийских соревнований по хоккею с мячом «Первенство спортивной студенческой лиги по хоккею с мячом». 
  
 
  
 На торжественной церемонии открытия Финала суперсерии Национальной студенческой лиги бокса было зачитано приветствие заместителя Министра спорта Российской Федерации Одеса Байсултанова. «Студенческий бокс активно развивается в нашей стране, все больше студентов-спортсменов вовлекаются в данный вид спорта и совершенствуют своё мастерство на площадке студенческого спорта, а Национальная студенческая лига бокса является для этого оптимальной и универсальной площадкой, сопровождающей становление спортсмена на протяжении всего его пути обучения», – отметил замминистра. 
  
 
  
 Соревнования прошли среди полупрофессионалов-победителей суперсерии конференции «ЗАПАД» vs «ВОСТОК». 20 студентов, в том числе спортсмены из Красноярска, Грозного, Москвы, Ростова-на-Дону и Самары, соревновались в следующих весовых категориях: 59 кг, 63,5 кг, 67 кг, 71 кг, 75 кг, 80 кг, 92 кг и свыше 92 кг. 
  
 
  
 Участниками круглого стола по вопросам развития студенческого спорта в России стали директор Департамента физической культуры и массового спорта Министерства спорта Российской Федерации Максим Уразов, президент Российского студенческого спортивного союза Сергей Сейранов, ректор Грозненского государственного нефтяного технического университета, президент Национальной студенческой лиги бокса Магомед Минцаев, ректор Иркутского национального исследовательского технического университета Михаил Корняков и др. Максим Уразов рассказал о мерах поддержки студенческого спорта Минспортом России. 
  
 
  
 «Принято решение о создании вузовских центров спортивной подготовки студенческих команд. Сегодня в семи вузах, подведомственных Минспорту России, экспериментальные центры созданы. Научно-методическая поддержка заключается в проведении конференций», - сказал Сергей Сейранов. 
  
 
  
 «В этом году мы охватили 700 спортсменов, которые приняли участие в 10 мероприятиях, включая летнюю Универсиаду в Ульяновске. Для лиги, которая существует меньше двух лет, это неплохие показатели. Наша задача – создать сеть опорных вузов, на которые мы можем всегда рассчитывать. Также планируем развивать дивизион, связанный с бизнес-моделью, расширить количество партнёров», - отметил Магомед Минцаев. 
  
 
  
 В рамках мероприятия было подписано соглашение о сотрудничестве между Иркутским национальным исследовательским техническим университетом, Московским финансово-промышленным университетом «Синергия» и Российским студенческим спортивным союзом.


  


«Иркутский национальный исследовательский технический университет на правах члена Национальной студенческой лиги бокса организовал масштабный праздник спорта. Мы с радостью принимаем в университете перспективных боксёров. Благодаря нашим общим усилиям студенческий бокс становится ещё более востребованным в молодёжной среде, а также растет конкуренция и зрелищность боёв», - сообщил ректор Иркутского национального исследовательского технического университета Михаил Корняков.     
  
 
  
 Первенство Спортивной студенческой лиги по хоккею с мячом прошло в ледовом дворце «Байкал» и на открытом стадионе «Рекорд» с 8 по 12 декабря. В соревнованиях приняли участие спортсмены образовательных организаций высшего образования и профессиональных образовательных организаций из шести регионов страны. 
  
 
  
 Организаторами студенческих мероприятий в Иркутске выступили Иркутский национальный исследовательский технический университет, Спортивная студенческая лига хоккея с мячом, Национальная студенческая лига бокса при поддержке Минспорта России, РССС, Федерации хоккея с мячом России и Федерацией бокса России. 
  
 
  
 
  
 Пресс-служба Минспорта России 
  
 
  
 ",https://www.minsport.gov.ru/press-centre/news/38240/,"Mon, 12 Dec 2022 16:15:00 +0300",Новости
Студенты Крымского федерального университета в третий раз подряд стали победителями Национальной студенческой футбольной лиги,"В Краснодаре на стадионе Кубанского государственного университета прошел 20-й межрегиональный турнир группы «А» Высшего дивизиона Национальной студенческой футбольной лиги (Комплексные всероссийские соревнования) сезона-2022.
 
В финальном этапе встретились сборные Кубанского государственного университета (Краснодар), Крымского федерального университета им. В.И. Вернадского (Симферополь), Российского университета спорта «ГЦОЛИФК» (Москва) и Южного федерального университета (Ростов-на-Дону).
 
 Победителем высшего дивизиона группы «А» стал Крымский федеральный университет (Симферополь), вторым - Кубанский государственный университет (Краснодар), «бронзу» забрали представители Чеченского государственного университета имени А. А. Кадырова (Грозный).
 
 Индивидуальные награды группы «А»:
 
 Лучший вратарь – Вадим Лукьянов (КубГУ) 
  
 Лучший защитник – Мансур Масаев (ЧГУ) 
  
 Лучший полузащитник – Александр Музыка (КФУ) 
  
 Лучший нападающий – Антон Пенчелюзов (КФУ) 
  
 Лучший бомбардир – Никита Скуридин (КубГУ) 
  
 Лучший игрок – Роман Хаджиев (КФУ) 
  
 Лучший тренер – Алексей Герасименко (КубГУ)
 
Соревнования группы «Б» Высшего дивизиона НСФЛ выиграла сборная Кубанского государственного университета физической культуры, спорта и туризма (Краснодар), победителем группы «В» стала команда Луганского государственного университета имени В. Даля, а в группе «Г» сильнее всех оказались представители второй сборной Севастопольского государственного университета.
 
 «Самое яркое впечатление в краснодарском туре на меня произвела сумасшедшая игра команды Южного федерального университета, прервавшая победные серии двух лидеров чемпионата, нанесшей поражения Крымскому федеральному университету и сборной Российского университета спорта «ГЦОЛИФК» и разделившей очки с Кубанским государственным университетом. Благодаря своему выступлению в Краснодаре ростовчане финишировали на четвертой строчке в таблице группы «А» и попали в число участников Суперсерии имени Игоря Гамулы на будущий сезон. Игра и результат, продемонстрированные Южным федеральным университетом в заключительном туре чемпионата, красноречиво свидетельствует о том, что у команды очень высокий потенциал и в следующем году от нее можно ждать достаточно высоких результатов», – отметил президент Национальной студенческой футбольной лиги Андрей Стукалов.
 
Соревнования Высшего дивизиона НСФЛ проводятся при поддержке Министерства спорта Российской Федерации и Министерства науки и высшего образования Российской Федерации, а также Российского студенческого спортивного союза. 
  
 
 
 
  
 
 
Пресс-служба Минспорта России",https://www.minsport.gov.ru/press-centre/news/38244/,"Fri, 09 Dec 2022 18:00:00 +0300",Новости
Интерес жителей России к фоторедакторам с искусственным интеллектом оказался краткосрочным,Трафик в сервисе Lensa в конце ноября вырос в 20 раз по сравнению с обычными дневными значениями.,https://potokmedia.ru/news/453402/interes-zhitelej-rossii-k-fotoredaktoram-s-iskusstvennym-intellektom-okazalsya-kratkosrochnym/,"Wed, 21 Dec 2022 08:41:00 +0000",новости
"«Мы не одни»: профессор Межевич рассказал, как Россия и Белоруссия борются с западными санкциями","Научный сотрудник Института Европы РАН, президент Российской ассоциации прибалтийских исследований (РАПИ), профессор СПбГУ Николай Межевич рассказал, как России и Белоруссии удается бороться с западными санкциями, пишет Федеральное агентство новостей.",https://potokmedia.ru/news/453385/my-ne-odni-professor-mezhevich-rasskazal-kak-rossiya-i-belorussiya-borjutsya-s-zapadnymi-sankciyami/,"Wed, 21 Dec 2022 08:21:00 +0000",новости
Главную елку Марий Эл украсят 9 км гирлянд,Энергетики филиала ПАО «Россети Центр и Приволжье» — «Мариэнерго»  продолжают украшать главную елку Марий Эл и вскоре она начнет радовать горожан и гостей Йошкар-Олы.,https://potokmedia.ru/news/453287/glavnuju-elku-marij-el-ukrasyat-9-km-girlyand/,"Wed, 21 Dec 2022 08:01:00 +0000",новости
"Банк «Открытие»: в 2023 году ипотечных кредитов на новостройки будет выдано больше, чем в 2022-м","15 декабря президент России объявил о планах продлить государственную программу субсидирования ипотеки на новостройки до середины 2024 года, пусть и с повышенной ставкой 8%.",https://potokmedia.ru/news/453396/strong-bank-otkrytie-v-2023-godu-ipotechnyh-kreditov-na-novostrojki-budet-vydano-bolshe-chem-v-2022-m-strong/,"Wed, 21 Dec 2022 07:41:00 +0000",новости
В Марий Эл 7 фейков было выявлено в этом году,В текущем году наша страна столкнулась с наиболее массовой информационной атакой в истории. Не могла эта ситуация отразиться и на Республике Марий Эл.,https://potokmedia.ru/news/453345/strong-v-marij-el-7-fejkov-bylo-vyyavleno-v-etom-godu-strong/,"Wed, 21 Dec 2022 07:21:00 +0000",новости
В Йошкар-Оле 3 дня подряд будут перекрывать дороги на двух улицах,"В Йошкар-Оле 21, 22 и 23 декабря будут перекрывать движение и ограничивать остановки и стоянки на двух улицах.",https://potokmedia.ru/news/453281/v-joshkar-ole-3-dnya-podryad-budut-perekryvat-dorogi-na-dvuh-ulicah/,"Wed, 21 Dec 2022 07:02:00 +0000",новости
В Госсобрании Марий Эл присоединилось к акции «Елка желаний»,"Республиканский парламент присоединился к акции «Елка желаний», в рамках которой депутаты выберут письмо от детей и исполнят его.",https://potokmedia.ru/news/453291/v-gossobranii-marij-el-prisoedinilos-k-akcii-elka-zhelanij/,"Wed, 21 Dec 2022 06:41:00 +0000",новости
Оборот рынка хвойных новогодних деревьев в России достигнет 12 млрд. рублей,"По мнению экспертов Россельхозбанка, объем заготовки живых российских елей вырастет на 15-20% в текущем новогоднем сезоне до 420 тыс. деревьев, а оборот рынка достигнет 12 млрд рублей.",https://potokmedia.ru/news/453365/strong-oborot-rynka-hvojnyh-novogodnih-derevev-v-rossii-dostignet-12-mlrd-rublej-strong/,"Wed, 21 Dec 2022 06:21:00 +0000",новости
В Йошкар-Оле до 8 января ограничили остановку и стоянку на площади Ленина и улице Волкова,В Йошкар-Оле до 8 января 2023 года ограничили остановку и стоянку на участке улицы Волкова и площади Ленина.,https://potokmedia.ru/news/453277/v-joshkar-ole-do-8-yanvarya-ogranichili-ostanovku-i-stoyanku-na-ploshhadi-lenina-i-ulice-volkova/,"Wed, 21 Dec 2022 06:00:00 +0000",новости
Борис Листов рассказал о роли РСХБ в наращивании кадрового потенциала агропромышленного комплекса,"Председатель Правления Россельхозбанка Борис Листов выступил на Всероссийском совещании с ректорами образовательных организаций высшего образования, подведомственных Минсельхозу России.",https://potokmedia.ru/news/453369/boris-listov-rasskazal-o-roli-rshb-v-narashhivanii-kadrovogo-potenciala-agropromyshlennogo-kompleksa/,"Wed, 21 Dec 2022 05:41:00 +0000",новости
Игорь Маковский: электросетевые предприятия новых территорий достойно проходят отопительный сезон,Генеральный директор ПАО «Россети Центр» Игорь Маковский во время работы на новых территориях в городе Мелитополь провел в государственном унитарном предприятии «Таврия-Энерго» заседание специального оперативного Штаба по работе энергетиков в отопительный сезон.,https://potokmedia.ru/news/453311/igor-makovskij-elektrosetevye-predpriyatiya-novyh-territorij-dostojno-prohodyat-otopitelnyj-sezon/,"Wed, 21 Dec 2022 05:21:00 +0000",новости
Инфляция в Марий Эл вновь замедлилась,"Годовая инфляция в Республике Марий Эл в ноябре 2022 года замедлилась до 12,73% после 13,23% в октябре, что выше показателей по Приволжскому федеральному округу (12,02%) и в целом по России (11,98%).",https://potokmedia.ru/news/453358/strong-inflyaciya-v-marij-el-vnov-zamedlilas-strong/,"Wed, 21 Dec 2022 05:01:00 +0000",новости
В Йошкар-Оле откроется еще пять катков,"В ближайшее время в столице Марий Эл заработают еще пять катков, сообщает мэрия Йошкар-Олы.",https://potokmedia.ru/news/453200/v-joshkar-ole-otkroetsya-eshhe-5-katov/,"Tue, 20 Dec 2022 15:01:00 +0000",новости
Мобилизованные из Советского района получили гуманитарную помощь,"Жители Советского района собрали вещи и продукты для 27 мобилизованных, сообщает газета «Вестник района».",https://potokmedia.ru/news/453167/mobilizovannye-iz-sovetskogo-rajona-poluchili-gumanitarnuju-pomoshh/,"Tue, 20 Dec 2022 14:31:00 +0000",новости
Петр Колтыпин и Юрий Зайцев обсудили реализацию проектов по развитию Республики Марий Эл,"20 декабря вице-президент, председатель Волго-Вятского банка ПАО Сбербанк Петр Колтыпин и глава Республики Марий Эл Юрий Зайцев провели рабочую встречу. Обсуждались вопросы развития экономики и социальной сферы Республики.",https://potokmedia.ru/news/453224/strong-petr-koltypin-i-jurij-zajcev-obsudili-realizaciju-proektov-po-razvitiju-respubliki-marij-el-strong/,"Tue, 20 Dec 2022 14:01:00 +0000",новости
В акции «Письмо солдату» принимают активное участие учащиеся школ Медведевского района,"В преддверии Нового года ребята подготовили наполненные теплом и добротой письма солдатам и офицерам в рамках акции, инициированной местным отделением партии «Единая Россия».",https://potokmedia.ru/news/453205/strong-v-akcii-pismo-soldatu-prinimajut-aktivnoe-uchastie-uchashhiesya-shkol-medvedevskogo-rajona-strong/,"Tue, 20 Dec 2022 13:41:00 +0000",новости
Дети из Марий Эл написали около 5 тысяч писем и открыток для солдат России,"В республике завершилась акция «Фронтовая открытка», в рамках которой дети создали и написали 4097 открыток и 824 письма.",https://potokmedia.ru/news/453146/deti-iz-marij-el-napisali-okolo-5-tysyach-pisem-dlya-soldat-rossii/,"Tue, 20 Dec 2022 13:01:00 +0000",новости
ВТБ Private Banking стал лауреатом премии Wealth Navigator Awards 2022,Команда ВТБ Private Banking стала обладателем ежегодной премии представителей частного банковского обслуживания и управления большими капиталами Wealth Navigator Awards 2022.,https://potokmedia.ru/news/453190/strong-vtb-private-banking-stal-laureatom-premii-wealth-navigator-awards-2022-strong/,"Tue, 20 Dec 2022 12:41:00 +0000",новости
Петр Колтыпин принял участие в запуске снегоплавильной установки в Йошкар-Оле,На территории аппарата банка отделения Сбербанка в Марий Эл заработала первая в Йошкар-Оле мобильная снегоплавильная установка «VULKAN-20М».,https://potokmedia.ru/news/453183/strong-petr-koltypin-prinyal-uchastie-v-zapuske-snegoplavilnoj-ustanovki-v-joshkar-ole-strong/,"Tue, 20 Dec 2022 12:21:00 +0000",новости
Жители аварийных домов Марий Эл въехали в новые квартиры,"Новый год жители ветхих домов будут встречать в новом жилье, сообщает столичная мэрия.",https://potokmedia.ru/news/453119/zhiteli-avarijnyh-domov-marij-el-vehali-v-novye-kvartiry/,"Tue, 20 Dec 2022 12:01:00 +0000",новости
"Житель Горномарийского района, ведомый некой «сущностью», нарушил закон","Таинственная «сущность» стала причиной действий мужчины, который не пустил в дом судебный приставов. Об этом сообщает местный отдел УФССП.",https://potokmedia.ru/news/453082/zhitel-gornomarijskogo-rajona-vedomyj-nekoj-sushhnostju-narushil-zakon/,"Tue, 20 Dec 2022 11:41:00 +0000",новости
Банк «Открытие»: котировки вернулись к росту,"Даниил Каримов, аналитик сектора металлургии аналитического управления «Открытие Research» банка «Открытие».",https://potokmedia.ru/news/453151/strong-bank-otkrytie-kotirovki-stali-vernulis-k-rostu-strong/,"Tue, 20 Dec 2022 11:21:00 +0000",новости
В 2022 году мерами социальной поддержки воспользовались более 13 тысяч семей из Марий Эл,С начала года мерами социальной поддержки воспользовались 13 264 семей из Марий Эл.,https://potokmedia.ru/news/453039/v-2022-godu-merami-socialnoj-podderzhki-vospolzovalis-bolee-13-tysyach-semej-iz-marij-el/,"Tue, 20 Dec 2022 11:01:00 +0000",новости
ВТБ финансирует ГК «Полаир» в рамках госпрограммы по поддержке приоритетного импорта,ВТБ в Республике Марий Эл открыл одному из крупнейших российских производителей промышленного холодильного оборудования ГК «Полаир» кредитные линии на общую сумму 700 млн рублей на срок до 5 лет.,https://potokmedia.ru/news/453121/strong-vtb-finansiruet-gk-polair-v-ramkah-gosprogrammy-po-podderzhke-prioritetnogo-importa-strong/,"Tue, 20 Dec 2022 10:41:00 +0000",новости
Сбербанк и Марийский государственный университет подписали соглашение о стратегическом партнерстве,"Вице-президент, председатель Волго-Вятского банка ПАО Сбербанк Петр Колтыпин и ректор Марийского государственного университета Михаил Швецов подписали соглашение о стратегическом партнерстве.",https://potokmedia.ru/news/453065/strong-sberbank-i-marijskij-gosudarstvennyj-universitet-podpisali-soglashenie-o-strategicheskom-partnerstve-strong/,"Tue, 20 Dec 2022 10:21:00 +0000",новости
"Йошкар-Ола вошла в ТОП-5 городов, которые стоит посетить в 2023 году","Блог «Путешествия по России» включил Йошкар-Олу в ТОП-5 городов, которые следует обязательно посетить в 2023 году.",https://potokmedia.ru/news/453033/joshkar-ole-popala-v-top-5-gorod-rossii-kotorye-stoit-posetit/,"Tue, 20 Dec 2022 10:01:00 +0000",Культура
Отраслевыми решениями Сбербанка для бизнеса воспользовалось более 70 тысяч предпринимателей,Отраслевыми решениями Сбербанка для бизнеса воспользовалось более 70 тысяч предпринимателей.,https://potokmedia.ru/news/453050/strong-otraslevymi-resheniyami-sberbanka-dlya-biznesa-vospolzovalos-bolee-70-tysyach-predprinimatelej-strong/,"Tue, 20 Dec 2022 09:41:00 +0000",новости
