Заголовок,Контент,Ссылка,Дата публикации,Категория
В Госдуме назвали условие моментального прекращения СВО,"Конфликт на Украине можно остановить моментально. Об этом заявил депутат Госдумы Олег Савченко, его слова приводят «Известия». По мнению парламентария, конфликт, как и специальная военная операция России, могут быть остановлены сразу, для этого нужно, чтобы страны Запада услышали позицию Москвы.",https://lenta.ru/news/2023/02/28/moment/,2023-02-28 14:02,Россия
Подростка приняли за члена «ЧВК Редан» и избили на камеру в туалете ТЦ,"В Тольятти подросток принял сверстника за члена «ЧВК Редан» и избил юношу в туалете торгового центра. На кадрах видно, как молодой человек держит соперника за волосы, после чего роняет его на пол и наносит серию ударов. Спросив «Ты из паучков?», он продолжает избиение уже ногами.",https://lenta.ru/news/2023/02/28/izbienie_toliatti/,2023-02-28 14:01,Россия
Ученый объяснил северное сияние в Подмосковье,"Северное сияние связано с событиями на Солнце, рассказал главный научный сотрудник Института земного магнетизма РАН, доктор физическо-математических наук Борис Филиппов. В беседе с «Лентой.ру» он объяснил, почему природное явление смогли увидеть жители Центральной России.",https://lenta.ru/news/2023/02/28/burya/,2023-02-28 14:00,Среда обитания
Российский полицейский силой задержал невиновного ребенка и попал под следствие,"В Тамбове возбудили уголовное дело в отношении полицейского, который принял 12-летнюю девочку за закладчицу и применил к ней силу при задержании. По версии следствия, в начале февраля он, находясь на больничном, увидел, как подросток фотографирует дерево, и заподозрил ее в сбыте наркотиков.",https://lenta.ru/news/2023/02/28/tamb/,2023-02-28 14:00,Силовые структуры
Стало известно о падении БПЛА возле газового объекта в Подмосковье,"Беспилотный летательный аппарат упал в 100 метрах от газовой компрессорной станции «Воскресенск» в Коломенском районе Подмосковья. По данным Telegram-канала Mash, БПЛА заметили возле газового объекта в деревне Губастово. Предварительно, в результате происшествия никто не пострадал. К месту уже выехали правоохранители.",https://lenta.ru/news/2023/02/28/besppp/,2023-02-28 13:58,Россия
Нападение стаи бродячих собак на российского ребенка попало на видео,"Нападение стаи бродячих собак на возвращавшегося из школы мальчика в Самаре попало на видео с камер наружного наблюдения. Инцидент произошел в Советском районе. На опубликованной записи видно, что ребенок пытался убежать от окруживших его животных, но не смог и несколько раз упал.",https://lenta.ru/news/2023/02/28/napadeniesobak/,2023-02-28 13:57,Россия
Слушавшего послание Путина с лапшой на ушах депутата захотели исключить из КПРФ,"Самарского депутата Михаила Абдалкина, слушавшего послание Федеральному собранию президента России Владимира Путина с лапшой на ушах, захотели исключить из КПРФ. Накануне в Самаре губернская дума поддержала проект постановления местного комитета по регламенту о санкциях в отношении Абдалкина.",https://lenta.ru/news/2023/02/28/lapshass/,2023-02-28 13:56,Россия
"«Талибан» получил оружие из США на 7,2 миллиарда долларов","Вывод американских войск из Афганистана привел к тому, что Соединенные Штаты оставили «Талибану» (запрещенная в России террористическая организация) оружие на 7,2 миллиарда долларов, заявил специальный генеральный инспектор США по восстановлению Афганистана Джон Сопко.",https://lenta.ru/news/2023/02/28/talibanweaponry/,2023-02-28 13:52,Мир
В Раде назвали вероятные направления для контрнаступления Киева,"Депутат Верховной Рады, секретарь комитета парламента по вопросам национальной безопасности, обороны и разведки Роман Костенко назвал Мелитополь и Бердянск вероятными направлениями для контрнаступления Вооруженных сил Украины (ВСУ). При этом он точно не знает, будет ли у Киева возможность вести наступление.",https://lenta.ru/news/2023/02/28/kontrnastup/,2023-02-28 13:51,Бывший СССР
Жители регионов стали чаще покупать жилье в одной престижной локации Подмосковья,"В 2022 году клиенты из регионов приобретали недвижимость на Рублево-Успенском шоссе в Подмосковье чаще, чем в 2021 году. По данным экспертов Zavidov Realty, по сравнению с 2021 годом, когда общее число сделок с высокобюджетной недвижимостью на Рублевке составило 25, в 2022-м их количество выросло до трех десятков.",https://lenta.ru/news/2023/02/28/rublyovka/,2023-02-28 13:48,Среда обитания
Россиянам раскрыли секрет быстрого омоложения,"Диетолог Евгения Пегова и косметолог Олеся Панченко раскрыли россиянам секрет быстрого омоложения. Для красоты и здоровья кожи и волос Пегова посоветовала наладить режим питания. Следует отказаться от жареных, соленых и сладких блюд и добавить в рацион полезные жиры, овощи, зелень, а также ягоды и фрукты.",https://lenta.ru/news/2023/02/28/rapidrejuvenation/,2023-02-28 13:46,Ценности
Житель российского города за шесть часов слепил 36 снеговиков,"Житель столицы Башкирии Руслан Каримов вспомнил детскую мечту и слепил 36 снеговиков за шесть часов. Россиянин признался, что планировал слепить 65 снежных фигур, но «реальность такова, что это долгий процесс и затрачивает силы». Он надеется, что в ближайшее время ему удастся слепить еще минимум 15 снеговиков.",https://lenta.ru/news/2023/02/28/nalepil_snegovikov/,2023-02-28 13:46,Моя страна
Минобороны заявило о подавлении атак беспилотников ВСУ на два региона России,"Российские подразделения радиоэлектронной борьбы подавили беспилотники Вооруженных сил Украины (ВСУ), которые пытались атаковать два региона — Адыгею и Краснодарский край. Об этом заявили в Минобороны, передает ТАСС. Украинские беспилотники должны были атаковать гражданские объекты.",https://lenta.ru/news/2023/02/28/two/,2023-02-28 13:45,Россия
Российская семья с ребенком насмерть отравилась угарным газом,В Республике Тыва семья с семилетним ребенком насмерть отравилась угарным газом в частном доме. Трагедия произошла в Кызыле. Ребенка и его родителей обнаружили мертвыми в доме на Тополиной улице 27 февраля. Признаков насильственной смерти на телах погибших обнаружено не было.,https://lenta.ru/news/2023/02/28/gaz/,2023-02-28 13:43,Россия
Минобороны рассказало об атаках беспилотников ВСУ на территорию России,"Вооруженные силы Украины пытались атаковать объекты на юге России с беспилотников. Об этом заявили журналистам в Министерстве обороны России. Сообщение опубликовано в официальном Telegram-канале ведомства. По сообщению Минобороны, атаке подверглись объекты гражданской инфраструктуры в Краснодарском крае и Адыгее.",https://lenta.ru/news/2023/02/28/yuug/,2023-02-28 13:43,Россия
Сроки запуска российских «Луны-26» и «Луны-27» уточнят,"Сроки запуска российских миссий «Луна-26» и «Луна-27» будут уточнены после выпуска соответствующих технических проектов. Об этом ТАСС сообщили в «Роскосмосе». В госкорпорации заметили, что разработка и выпуск технических проектов по миссиям «Луна-26» и «Луна-27» должны произойти с 2023 по 2023 год.",https://lenta.ru/news/2023/02/28/nccy/,2023-02-28 13:42,Наука и техника
Лавров поставил под вопрос легитимность миссии ЕС в Армении,"Миссия Европейского союза (ЕС) в Армении вызывает много вопросов с точки зрения легитимности, мандата и пользы, которую она несет для нормализации отношений с Азербайджаном. Об этом заявил глава МИД России Сергей Лавров по итогам переговоров с министром иностранных дел Азербайджана Джейхуном Байрамовым.",https://lenta.ru/news/2023/02/28/esvopros/,2023-02-28 13:42,Бывший СССР
Россия станет хранить нефть в Африке,"Российская нефть будет храниться в Гане из-за сокращения пула покупателей. Танкер «Тезей» прибыл в территориальные воды этой африканской страны 24 февраля, перевозя около 600 тысяч баррелей российской нефти из порта в Черном море. По словам источников, груз должны перекачать в резервуары для хранения в городе Тема.",https://lenta.ru/news/2023/02/28/gana/,2023-02-28 13:38,Экономика
В России подскочили продажи «Виагры»,"После того, как американская фармкомпания «Виатрис» сообщила о приостановке поставок в Россию «Виагры» (препарат для повышения потенции, продажи этих таблеток выросли на 50 процентов. На это ушло всего три дня, заявил оператор системы маркировки «Честный знак». Аналоги «Виагры» стали брать лишь на пять процентов чаще.",https://lenta.ru/news/2023/02/28/viagra/,2023-02-28 13:36,Экономика
В работе «Яндекс Музыки» произошел сбой,"В работе сервиса «Яндекс Музыка» произошел сбой. О том, что приложение перестало работать у некоторых пользователей, сообщается в его Telegram-канале. «К сожалению, ""Яндекс Музыка"" в данный момент работает нестабильно. Обязательно вернемся с хорошими новостями», — говорится в сообщении сервиса.",https://lenta.ru/news/2023/02/28/muzika_sboj/,2023-02-28 13:33,Интернет и СМИ
В России отреагировали на взлом эфира ряда радиостанций и телеканалов,"Взлом эфира ряда ряда российских телеканалов и радиостанций является информационной диверсией — типичным элементом ведения информационной войны, заявил депутат Госдумы Александр Ющенко. В беседе с «Лентой.ру» парламентарий не исключил попыток повторения подобных инцидентов в будущем.",https://lenta.ru/news/2023/02/28/hacking/,2023-02-28 13:29,Интернет и СМИ
Россиянин кинулся в штормящее море спасать собаку и едва не погиб на глазах жены,"В Сочи турист из Москвы прыгнул в штормящее море, чтобы спасти собаку, и едва не утонул на глазах супруги, попав под волнорез. Инцидент произошел на пляже около санатория «Сочи». 47-летний москвич прогуливался по берегу с женой, когда увидел тонущую в море собаку. Неравнодушный турист кинулся на помощь животному.",https://lenta.ru/news/2023/02/28/sochi/,2023-02-28 13:29,Путешествия
В НАТО снова отложили членство Украины в альянсе,"Членство Украины в НАТО остается отдаленной перспективой, вопрос о полноценном вступлении будет поднят позже. Об этом заявил генсек альянса Йенс Столтенберг. Он добавил, что участники блока должны добиться гарантий того, чтобы после окончания конфликта с Россией не возникло новых предпосылок для эскалации.",https://lenta.ru/news/2023/02/28/ne_mae_perspektiv/,2023-02-28 13:23,Мир
В России оценили шансы на переговоры с альтернативными силами Украины,"Россия может начать мирные переговоры с альтернативными силами Украины, если это поддержат западные страны. Так шансы на диалог с украинскими политиками, которые не поддерживают нынешнюю власть Киева в беседе с «Лентой.ру» оценила первый заместитель председателя комитета Госдумы по международным делам Светлана Журова.",https://lenta.ru/news/2023/02/28/chances/,2023-02-28 13:22,Бывший СССР
Сбер заявил об отсутствии взломов и утечек данных клиентов,"Информация об утечках данных клиентов Сбера и взломах систем не соответствует действительности, сообщили в пресс-службе компании. Там также заявили, что на хакерских ресурсах в интернете представлены различные данные, имеющие отношение к клиентам Сбербанка, однако чувствительной финансовой информации в них нет.",https://lenta.ru/news/2023/02/28/sber/,2023-02-28 13:22,Интернет и СМИ
Мужчина проигнорировал свадьбу сына и провел вечер с его бывшей женой,"Мужчина проигнорировал свадьбу сына, так как счел, что он некорректно вел себя с первой женой. Вместо того чтобы явиться на торжество, свекор решил провести время с экс-женой сына. Он заявил невестке, что она всегда будет членом его семьи. Позже сын позвонил ему и заявил, что это крайняя форма предательства.",https://lenta.ru/news/2023/02/28/wedding/,2023-02-28 13:17,Из жизни
На Западе заявили о поддержке России большей частью Южного полушария,"Обозреватель Андреа Видбург в статье для американского издания American Thinker заявила, что Россию поддерживает не только Китай, но и большая часть Южного полушария. «Таким образом с Путиным согласен не только Китай, в этой части света такая позиция наблюдается почти везде», — говорится в материале.",https://lenta.ru/news/2023/02/28/thinker/,2023-02-28 13:17,Интернет и СМИ
В российском регионе сняли уникальное красное северное сияние,Житель поселка Эгвекинот Чукотского автономного округа Борис Зенин снял на фото уникальное красное северное сияние. Красные оттенки северного сияния появляются во время интенсивных магнитных бурь. Такой цвет обусловлен свечением атомов кислорода на высотах между 150 и 500 километрами,https://lenta.ru/news/2023/02/28/red_shine/,2023-02-28 13:14,69-я параллель
В Минобороны объяснили закрытие воздушного пространства над аэропортом Пулково,"Закрытие воздушного пространства над Петербургом связано с тренировкой сил Западной зоны ответственности за противовоздушную оборону. В Минобороны РФ указали, что 28 февраля дежурные силы Западной зоны ответственности за ПВО провели тренировку по взаимодействию с гражданскими органами управления воздушным движением.",https://lenta.ru/news/2023/02/28/nlo_ne_nlo_rashodimsya/,2023-02-28 13:13,Россия
В районе Артемовска заметили танки Leopard,"В районе Артемовска (украинское название — Бахмут) были замечены танки Leopard. Об этом сообщил советник врио главы Донецкой народной республики Ян Гагин. Он подчеркнул, что замеченные бронемашины являются такой же целью для российских военных, как и любая другая боевая техника противника.",https://lenta.ru/news/2023/02/28/leopard_bakhmut/,2023-02-28 13:12,Бывший СССР
Зеленский призвал начать переговоры о вступлении Украины в ЕС,"Президент Украины Владимир Зеленский призвал начать в 2023 году переговоры о вступлении страны в Евросоюз. Он напомнил, что годом ранее страна подала заявку на вступление в ЕС и получила статус кандидата. По словам Зеленского, в этом году пришло время принять решение о ее членстве в союзе.",https://lenta.ru/news/2023/02/28/zeles/,2023-02-28 13:10,Бывший СССР
Российская модель оказалась в больнице после обращения к частному косметологу,"Модель Дарья Бакина из Екатеринбурга оказалась в больнице после обращения к частному косметологу. Женщина повторно обратилась к мастеру Ольге, которая сделала ей коррекцию лба с помощью «жидких бионитей». Однако на следующий день пациентка проснулась с сильной болью, оставшись с гематомами на лице.",https://lenta.ru/news/2023/02/28/modelhospital/,2023-02-28 13:09,Ценности
Российский подросток предстанет перед судом за убийство 15-летнего знакомого,"В Артеме 17-летний подросток предстанет перед судом по делу о случайном убийстве 15-летнего знакомого. Молодому человеку вменяют совершение преступления по статье 111 («Умышленное причинение тяжкого вреда здоровью, повлекшее по неосторожности смерть потерпевшего») УК РФ.",https://lenta.ru/news/2023/02/28/artemzh/,2023-02-28 13:09,Силовые структуры
Обвиненного в вандализме из-за антивоенных надписей россиянина поймали в Армении,"Россиянина, обвиненного в вандализме из-за оставления антивоенных надписей и находившегося в розыске, задержали в аэропорту Еревана, сообщили в пресс-службе МВД Армении. Там также указали, что с декабря 2022 года он находился в розыске правоохранительными органами России по статье 214 УК РФ — вандализм.",https://lenta.ru/news/2023/02/28/erevanvandal/,2023-02-28 13:04,Бывший СССР
В Кремле заявили о невозможности де-юре для Украины проводить переговоры,"Украина де-юре не может вести переговоры и не сигнализирует о готовности к ним. «Наверное, никто не может констатировать какие-либо сигналы с украинской стороны. Пока мы исходим из невозможности де-юре для украинской стороны вести какие-то переговоры», — заявил официальный представитель Кремля Дмитрий Песков.",https://lenta.ru/news/2023/02/28/pereg/,2023-02-28 13:02,Бывший СССР
В Литве анонсировали проведение совместных военных учений с Германией,"Литва и Германия проведут в этом году пять совместных учений на территории прибалтийской республики. Об этом заявил командующий литовской армией генерал-лейтенант Вальдемарас Рупшис. По его словам, первые учения пройдут с 28 февраля по 10 марта. В дальнейшем в Литве буду проведены еще четыре подобных мероприятия.",https://lenta.ru/news/2023/02/28/lt_de_mil/,2023-02-28 13:01,Бывший СССР
Легионер ЦСКА сравнил россиян и американцев,"Парагвайский хавбек ЦСКА Хесус Медина, ранее выступавший за «Нью-Йорк Сити», сравнил россиян и американцев. «Американцы более расслабленные, более гибкие. Русские жесткие, доходят до предела. Но ты к этому со временем приспосабливаешься», — заявил спортсмен, отметив, что ему было сложно привыкнуть к новой культуре.",https://lenta.ru/news/2023/02/28/medina/,2023-02-28 12:57,Спорт
Песков подчеркнул важность учета новых реалий при переговорах с Украиной,"Россия не поступится новыми реалиями в виде присоединенных государственных территорий и Конституции. Об этом заявил пресс-секретарь президента России Дмитрий Песков. Он отметил, что при благоприятном положении дел и «соответствующем отношении украинского режима» конфликт можно будет решить за столом переговоров.",https://lenta.ru/news/2023/02/28/real/,2023-02-28 12:57,Россия
«Магнит» запустил сеть самых дешевых магазинов,"Торговая сеть «Магнит» объявила о запуске нового формата магазинов в формате жесткого дискаунтера под названием В1 или «Первый выбор», где цены будут ниже, чем в сети «Моя цена», которую ретейлер развивает с 2020 года. Первые точки открыты в подмосковных Ступино, Электростали и Тучково.",https://lenta.ru/news/2023/02/28/kushot/,2023-02-28 12:57,Экономика
У атаковавших Белгород беспилотников заметили взрывчатку британской армии,"Атаковавшие Белгород беспилотники переносили взрывные устройства, которые использует британская армия. Об этом пишет The Drive. Издание обратило внимание на снимки обломков беспилотников, размещенные в социальных сетях. В частности, на боеприпасах со взрывчатыми веществами можно заметить маркировки L23A1 и PE8.",https://lenta.ru/news/2023/02/28/cbt/,2023-02-28 12:55,Наука и техника
Названа причина появления в телеэфире фейковых сообщений о воздушной тревоге,"Фейковые сообщения о воздушной тревоге прозвучали в эфире нескольких российских телеканалов из-за атаки на инфраструктуру спутникового оператора. Как сообщили в холдинге «Газпром-медиа развлекательное телевидение», на данный момент эфир входящих в холдинг каналов, прерванный из-за атаки, работает в обычном режиме.",https://lenta.ru/news/2023/02/28/trichina_trevoga/,2023-02-28 12:55,Интернет и СМИ
Кремль анонсировал серьезный разговор на коллегии ФСБ с Путиным,"На коллегии ФСБ России, участие в которой примет президент страны Владимир Путин, ожидается серьезный разговор. Об этом заявил представитель Кремля Дмитрий Песков. По его словам, часть выступления главы государства будет открытой. Кроме того, планируется выступление директора ФСБ, она пройдет в закрытом режиме.",https://lenta.ru/news/2023/02/28/razgovor/,2023-02-28 12:52,Россия
Азербайджан заявил о прогрессе в подготовке мирного договора с Арменией,Министр иностранных дел Азербайджана Джейхун Байрамов заявил о прогрессе в подготовке мирного договора с Арменией. При этом он назвал онлайн-дипломатию по мирному договору между Баку и Ереваном неэффективной и призвал Армению вернуться за стол переговоров. Ранее Байрамов упрекал Армению в уклонении от переговоров.,https://lenta.ru/news/2023/02/28/progress/,2023-02-28 12:52,Бывший СССР
Акционеры Tesla подали в суд на Илона Маска,"Группа акционеров американского производителя электрокаров Tesla обратилась в суд. Они обвинили основателя и главу компании миллиардера Илона Маска в том, что он обманывал их насчет безопасности и автономности автомобилей. Поводом стали недавние аварии с участием электрокаров и отзыв более 350 тысяч машин.",https://lenta.ru/news/2023/02/28/tesla_i_akcionery/,2023-02-28 12:51,Экономика
Путину доложили о ситуации с закрытием воздушного пространства над Петербургом,Президенту России Владимиру Путину доложили всю имеющуюся информацию о причинах закрытия воздушного пространства над Санкт-Петербургом. Об этом заявил официальный представитель Кремля Дмитрий Песков. Пресс-секретарь главы государства призвал ориентироваться на разъяснения по ситуации с закрытием неба от Минобороны.,https://lenta.ru/news/2023/02/28/kremll/,2023-02-28 12:51,Россия
Кремль высказался о «ЧВК Редан»,"«ЧВК Редан» — псевдосубкультура со знаком минус. Так неформальное объединение молодежи назвал пресс-секретарь президента России Дмитрий Песков. По его словам, Кремль поддерживает борьбу с противоправными действиями членов этой субкультуры. О «ЧВК Редан» стало известно после массовых драк с ее участниками в ТЦ.",https://lenta.ru/news/2023/02/28/ryodan/,2023-02-28 12:51,Россия
В Госдуме обратились к участникам «ЧВК Редан»,"Глава комитета Госдумы по молодежной политике Артем Метелев обратился к участникам движения «ЧВК Редан» с предложением встретиться, чтобы понять, что их беспокоит и как «исправить произошедшее недоразумение». По его словам, «сообщество, в основе которого мирная любовь к аниме, по-разному отнеслось к происходящему».",https://lenta.ru/news/2023/02/28/redan_/,2023-02-28 12:50,Россия
Кремль назвал цели СВО приоритетом для России,"Цели специальной военной операции являются приоритетом для России, но это может решаться и за столом переговоров. Такое заявление сделал официальный представитель Кремля Дмитрий Песков. В то же время, отметил пресс-секретарь главы государства, де-юре для Киева вести какие-то переговоры возможности не представляется.",https://lenta.ru/news/2023/02/28/celisvo/,2023-02-28 12:49,Россия
Падение неустановленного летательного аппарата в Адыгее попало на видео,"Падение неустановленного летательного аппарата в адыгейском поселке Новый попало на видео. На появившемся видеоролике видно, как после падения неизвестного объекта небо над поселком озаряет яркая вспышка. До этого в сети появились фотографии неустановленного летательного аппарата.",https://lenta.ru/news/2023/02/28/adygeee/,2023-02-28 12:49,Россия
В Москве открыли центр поддержки участников специальной военной операции,"В Москве открыли единый центр поддержки участников специальной военной операции (СВО) и их семей. В церемонии приняли участие мэр Москвы Сергей Собянин и заместитель председателя правительства России Татьяна Голикова, сообщает официальный сайт мэра столицы.",https://lenta.ru/news/2023/02/28/zntrpod/,2023-02-28 12:48,Россия
Лавров пригласил главу МИД Азербайджана в Россию,"Министр иностранных дел РФ Сергей Лавров пригласил главу МИД Азербайджана Джейхуна Байрамова посетить Россию. Во вторник, 28 февраля, российский министр прибыл в Баку, где встретился со своим азербайджанским коллегой. Главы МИД обсудили нормализацию отношений между Арменией и Азербайджаном.",https://lenta.ru/news/2023/02/28/lavrov_az/,2023-02-28 12:43,Бывший СССР
Захарова заявила об убийстве экономического суверенитета ЕС санкциями,"Десятый пакет санкций Евросоюза (ЕС) — «яд замедленного действия», который убивает экономический суверенитет Европы, заявила официальный представитель МИД РФ Мария Захарова. «Санкции — «яд замедленного действия». Вот только «убивают» они прежде всего экономический суверенитет Евросоюза», — сказала дипломат.",https://lenta.ru/news/2023/02/28/astanavites/,2023-02-28 12:43,Мир
Глава футбольного клуба из России рассказал о требовании судей платить за победы,"Президент российского футбольного клуба «Легион» Шамиль Лахиялов рассказал о коррупции в судействе. По его словам, арбитры открыто требовали с махачкалинской команды деньги. «У нас был человек — в штабе официально у нас не работал, но по нашей просьбе принимал судей, размещал их», — заявил Лахиялов.",https://lenta.ru/news/2023/02/28/pobedy/,2023-02-28 12:41,Спорт
Российский хирург раскрыл секреты молодости популярных зарубежных звезд,"Российский пластический хирург Тигран Алексанян раскрыл секреты молодости популярных зарубежных звезд. Так, доктор рассказал, что предпринимательница Ким Кардашьян делала маммопластику, ринопластику и коррекцию пупка, а фотомодель Дита фон Тиз удалила нижнюю пару ребер. ",https://lenta.ru/news/2023/02/28/beauty-stars/,2023-02-28 12:41,Ценности
Небо над Петербургом полностью открыли,"Небо над Петербургом полностью открыли. Об этом сообщили городские власти, заявление опубликовано в Telegram-канале правительства города. 28 февраля небо над аэропортом Пулково в Санкт-Петербурге закрывали из-за неопознанного летающего объекта. В городе ввели план «Ковер».",https://lenta.ru/news/2023/02/28/nebo_pet/,2023-02-28 12:40,Россия
США предложили Украине самой определить критерии победы,"Украина должна сама определить критерии победы в текущем конфликте. С таким заявлением выступил координатор по стратегическим коммуникациям Белого дома Джон Кирби. Подчеркнув, что Вашингтон поддерживает Киев и хочет, чтобы он вышел из конфликта победителем, Кирби отметил, что США верят в вероятность этого сценария.",https://lenta.ru/news/2023/02/28/sami_reshaite_/,2023-02-28 12:39,Мир
Япония решила помешать укреплению промышленности России,"Япония собирается ввести запрет на поставку некоторых товаров, которые могут укрепить промышленную базу России. Подробности о том, какие именно товары попадут под запрет, будут сообщены позже. 28 февраля Япония ввела новые санкции против 143 физических и юридических лиц из России.",https://lenta.ru/news/2023/02/28/prom/,2023-02-28 12:36,Экономика
В России обвинили США в попытке реализовать на Украине «сирийский сценарий»,"Возможные провокации США на Украине с использованием токсических веществ в зоне специальной военной операции (СВО) свидетельствуют о попытке Запада привести в действие на Украине «сирийский сценарий», заявил в комментарии «Ленте.ру» зампред комитета Госдумы по обороне Юрий Швыткин.",https://lenta.ru/news/2023/02/28/chemical/,2023-02-28 12:35,Мир
Wikimedia Foundation оштрафовали на два миллиона рублей,"Фонд Wikimedia Foundation, который поддерживает инфраструктуру для онлайн-энциклопедии «Википедия», оштрафовали на два миллиона рублей за неудаление фейков о Вооруженных силах (ВС) России. Решение вынес мировой судья судебного участка Таганского района Москвы. Об этом стало известно во вторник, 28 февраля.",https://lenta.ru/news/2023/02/28/wikimedia/,2023-02-28 12:35,Интернет и СМИ
Анонсирован смартфон-хамелеон,"Китайская компания Tecno анонсировала концепт смартфона с гибридной задней панелью. Концептуальный аппарат получил заднюю панель Tecno Chameleon, которая может переключаться между 1600 цветами и оттенками. В Tecno рассказали, что ресурс задней панели смартфона-хамелеона рассчитан на два миллиона переключений.",https://lenta.ru/news/2023/02/28/chameleon/,2023-02-28 12:33,Наука и техника
На Украине сообщили о повреждении электросетей в двух областях,"В Харьковской и Сумской областях Украины были повреждены электросети. Некоторые населенные пункты остались без света. «В Харьковской и Сумской областях в (…) есть повреждения сетей облэнерго и обесточивание населенных пунктов», — сказано в сообщении национальной энергетической компании «Укрэнерго».",https://lenta.ru/news/2023/02/28/seti/,2023-02-28 12:33,Бывший СССР
